start_time,end_time,content,video_id
113870,118606,"and that journalist actually found the real rapist,",PB2OegI6wvI
118606,121959,"a man who ultimately confessed to this rape,",PB2OegI6wvI
121959,125251,a man who was thought to have committed 50 rapes,PB2OegI6wvI
125251,126583,"in that area,",PB2OegI6wvI
126583,129757,"and when this information was given to the judge,",PB2OegI6wvI
129757,132693,the judge set Titus free.,PB2OegI6wvI
132693,136724,"And really, that's where this case should have ended.",PB2OegI6wvI
136724,137847,It should have been over.,PB2OegI6wvI
137847,140367,"Titus should have thought of this as a horrible year,",PB2OegI6wvI
140367,144203,"a year of accusation and trial, but over.",PB2OegI6wvI
144203,146250,It didn't end that way.,PB2OegI6wvI
146250,148928,Titus was so bitter.,PB2OegI6wvI
148928,151508,He'd lost his job. He couldn't get it back.,PB2OegI6wvI
151508,153351,He lost his fiancée.,PB2OegI6wvI
153351,156257,She couldn't put up with his persistent anger.,PB2OegI6wvI
156257,158403,"He lost his entire savings,",PB2OegI6wvI
158403,161261,and so he decided to file a lawsuit,PB2OegI6wvI
161261,163542,against the police and others whom he felt,PB2OegI6wvI
163542,165861,were responsible for his suffering.,PB2OegI6wvI
165861,170574,"And that's when I really started working on this case,",PB2OegI6wvI
170574,172535,trying to figure out,PB2OegI6wvI
172535,174609,how did that victim go from,PB2OegI6wvI
174609,176137,"That one's the closest""""",PB2OegI6wvI
176137,180887,"to I'm absolutely positive that's the guy.""""",PB2OegI6wvI
180887,184166,"Well, Titus was consumed with his civil case.",PB2OegI6wvI
184166,187200,"He spent every waking moment thinking about it,",PB2OegI6wvI
187200,191351,"and just days before he was to have his day in court,",PB2OegI6wvI
191351,193570,"he woke up in the morning,",PB2OegI6wvI
193570,195378,"doubled over in pain,",PB2OegI6wvI
195378,198072,and died of a stress-related heart attack.,PB2OegI6wvI
198072,201259,He was 35 years old.,PB2OegI6wvI
201259,206069,So I was asked to work on Titus' case,PB2OegI6wvI
206069,208584,because I'm a psychological scientist.,PB2OegI6wvI
208584,212411,I study memory. I've studied memory for decades.,PB2OegI6wvI
212411,215800,And if I meet somebody on an airplane --,PB2OegI6wvI
215800,217896,this happened on the way over to Scotland --,PB2OegI6wvI
217896,219726,"if I meet somebody on an airplane,",PB2OegI6wvI
219726,222771,"and we ask each other, What do you do? What do you do?""""",PB2OegI6wvI
222771,224222,"and I say I study memory,""""",PB2OegI6wvI
224222,227602,"they usually want to tell me how they have trouble remembering names,",PB2OegI6wvI
227602,230401,or they've got a relative who's got Alzheimer's,PB2OegI6wvI
230416,232481,"or some kind of memory problem,",PB2OegI6wvI
232481,234697,but I have to tell them,PB2OegI6wvI
234697,238202,I don't study when people forget.,PB2OegI6wvI
238202,241204,"I study the opposite: when they remember,",PB2OegI6wvI
241204,243957,when they remember things that didn't happen,PB2OegI6wvI
243957,245922,or remember things that were different,PB2OegI6wvI
245922,247947,from the way they really were.,PB2OegI6wvI
247947,252683,I study false memories.,PB2OegI6wvI
252683,256990,"Unhappily, Steve Titus is not the only person",PB2OegI6wvI
256990,261295,to be convicted based on somebody's false memory.,PB2OegI6wvI
261295,264603,"In one project in the United States,",PB2OegI6wvI
264603,266855,information has been gathered,PB2OegI6wvI
266855,270789,"on 300 innocent people,",PB2OegI6wvI
270789,274684,300 defendants who were convicted of crimes they didn't do.,PB2OegI6wvI
274684,279984,"They spent 10, 20, 30 years in prison for these crimes,",PB2OegI6wvI
279984,282411,and now DNA testing has proven,PB2OegI6wvI
282411,285327,that they are actually innocent.,PB2OegI6wvI
285327,287848,"And when those cases have been analyzed,",PB2OegI6wvI
287848,289989,three quarters of them,PB2OegI6wvI
289989,295600,"are due to faulty memory, faulty eyewitness memory.",PB2OegI6wvI
295600,296863,"Well, why?",PB2OegI6wvI
296863,300314,Like the jurors who convicted those innocent people,PB2OegI6wvI
300314,302598,"and the jurors who convicted Titus,",PB2OegI6wvI
302598,304839,many people believe that memory,PB2OegI6wvI
304839,306486,works like a recording device.,PB2OegI6wvI
306486,308743,"You just record the information,",PB2OegI6wvI
308743,311390,then you call it up and play it back,PB2OegI6wvI
311390,314817,when you want to answer questions or identify images.,PB2OegI6wvI
314817,316980,But decades of work in psychology,PB2OegI6wvI
316980,320133,has shown that this just isn't true.,PB2OegI6wvI
320133,322563,Our memories are constructive.,PB2OegI6wvI
322563,324132,They're reconstructive.,PB2OegI6wvI
324132,327613,Memory works a little bit more like a Wikipedia page:,PB2OegI6wvI
327613,332726,"You can go in there and change it, but so can other people.",PB2OegI6wvI
332726,337975,I first started studying this constructive memory process,PB2OegI6wvI
337975,340390,in the 1970s.,PB2OegI6wvI
340390,344813,I did my experiments that involved showing people,PB2OegI6wvI
344813,347318,simulated crimes and accidents,PB2OegI6wvI
347318,350836,and asking them questions about what they remember.,PB2OegI6wvI
350836,354775,"In one study, we showed people a simulated accident",PB2OegI6wvI
354775,356053,"and we asked people,",PB2OegI6wvI
356053,358917,how fast were the cars going when they hit each other?,PB2OegI6wvI
358917,360551,"And we asked other people,",PB2OegI6wvI
360551,364240,how fast were the cars going when they smashed into each other?,PB2OegI6wvI
364240,367242,"And if we asked the leading smashed"" question,""",PB2OegI6wvI
367242,370527,"the witnesses told us the cars were going faster,",PB2OegI6wvI
370527,374524,"and moreover, that leading smashed"" question""",PB2OegI6wvI
374524,377384,caused people to be more likely to tell us,PB2OegI6wvI
377384,380451,that they saw broken glass in the accident scene,PB2OegI6wvI
380451,384230,when there wasn't any broken glass at all.,PB2OegI6wvI
384230,387119,"In another study, we showed a simulated accident",PB2OegI6wvI
387119,390779,"where a car went through an intersection with a stop sign,",PB2OegI6wvI
390779,395711,"and if we asked a question that insinuated it was a yield sign,",PB2OegI6wvI
395711,399560,many witnesses told us they remember seeing a yield sign,PB2OegI6wvI
399560,403017,"at the intersection, not a stop sign.",PB2OegI6wvI
403017,405206,"And you might be thinking, well, you know,",PB2OegI6wvI
405206,406529,"these are filmed events,",PB2OegI6wvI
406529,408457,they are not particularly stressful.,PB2OegI6wvI
408457,411191,Would the same kind of mistakes be made,PB2OegI6wvI
411191,414142,with a really stressful event?,PB2OegI6wvI
414142,417233,"In a study we published just a few months ago,",PB2OegI6wvI
417233,419537,"we have an answer to this question,",PB2OegI6wvI
419537,422301,because what was unusual about this study,PB2OegI6wvI
422301,427933,is we arranged for people to have a very stressful experience.,PB2OegI6wvI
427933,430162,The subjects in this study,PB2OegI6wvI
430162,432672,were members of the U.S. military,PB2OegI6wvI
432672,437097,who were undergoing a harrowing training exercise,PB2OegI6wvI
437097,439879,to teach them what it's going to be like for them,PB2OegI6wvI
439879,443797,if they are ever captured as prisoners of war.,PB2OegI6wvI
443797,446227,"And as part of this training exercise,",PB2OegI6wvI
446227,449756,"these soldiers are interrogated in an aggressive,",PB2OegI6wvI
449756,454842,"hostile, physically abusive fashion for 30 minutes",PB2OegI6wvI
454842,457659,and later on they have to try to identify,PB2OegI6wvI
457659,460682,the person who conducted that interrogation.,PB2OegI6wvI
460682,464505,And when we feed them suggestive information,PB2OegI6wvI
464505,467283,"that insinuates it's a different person,",PB2OegI6wvI
467283,471320,"many of them misidentify their interrogator,",PB2OegI6wvI
471320,475155,often identifying someone who doesn't even remotely,PB2OegI6wvI
475155,478259,resemble the real interrogator.,PB2OegI6wvI
478259,480560,And so what these studies are showing,PB2OegI6wvI
480560,484420,is that when you feed people misinformation,PB2OegI6wvI
484420,487800,"about some experience that they may have had,",PB2OegI6wvI
487800,493455,you can distort or contaminate or change their memory.,PB2OegI6wvI
493455,495655,"Well out there in the real world,",PB2OegI6wvI
495655,498546,misinformation is everywhere.,PB2OegI6wvI
498546,499906,We get misinformation,PB2OegI6wvI
499906,502822,"not only if we're questioned in a leading way,",PB2OegI6wvI
502822,505269,but if we talk to other witnesses,PB2OegI6wvI
505269,508302,who might consciously or inadvertently feed us,PB2OegI6wvI
508302,510439,"some erroneous information,",PB2OegI6wvI
510439,515169,"or if we see media coverage about some event we might have experienced,",PB2OegI6wvI
515169,517962,all of these provide the opportunity,PB2OegI6wvI
517962,522312,for this kind of contamination of our memory.,PB2OegI6wvI
522312,526100,"In the 1990s, we began to see",PB2OegI6wvI
526100,530783,an even more extreme kind of memory problem.,PB2OegI6wvI
530783,533879,Some patients were going into therapy with one problem --,PB2OegI6wvI
533879,536793,"maybe they had depression, an eating disorder --",PB2OegI6wvI
536793,539546,and they were coming out of therapy,PB2OegI6wvI
539546,542207,with a different problem.,PB2OegI6wvI
542207,545908,"Extreme memories for horrific brutalizations,",PB2OegI6wvI
545908,547891,"sometimes in satanic rituals,",PB2OegI6wvI
547891,552588,sometimes involving really bizarre and unusual elements.,PB2OegI6wvI
552588,555142,One woman came out of psychotherapy,PB2OegI6wvI
555142,557570,believing that she'd endured years,PB2OegI6wvI
557570,561472,"of ritualistic abuse, where she was forced into a pregnancy",PB2OegI6wvI
561472,564038,and that the baby was cut from her belly.,PB2OegI6wvI
564038,566397,But there were no physical scars,PB2OegI6wvI
566397,568423,or any kind of physical evidence,PB2OegI6wvI
568423,571304,that could have supported her story.,PB2OegI6wvI
571304,574312,"And when I began looking into these cases,",PB2OegI6wvI
574312,575762,"I was wondering,",PB2OegI6wvI
575762,578090,where do these bizarre memories come from?,PB2OegI6wvI
578090,582477,And what I found is that most of these situations,PB2OegI6wvI
582477,587968,involved some particular form of psychotherapy.,PB2OegI6wvI
587968,589567,"And so I asked,",PB2OegI6wvI
589567,592955,were some of the things going on in this psychotherapy --,PB2OegI6wvI
592955,595839,like the imagination exercises,PB2OegI6wvI
595839,597896,"or dream interpretation,",PB2OegI6wvI
597896,600028,"or in some cases hypnosis,",PB2OegI6wvI
600028,603846,or in some cases exposure to false information --,PB2OegI6wvI
603846,606633,were these leading these patients,PB2OegI6wvI
606633,609310,"to develop these very bizarre,",PB2OegI6wvI
609310,612241,unlikely memories?,PB2OegI6wvI
612241,614400,And I designed some experiments,PB2OegI6wvI
614400,619425,to try to study the processes that were being used,PB2OegI6wvI
619425,622498,in this psychotherapy so I could study,PB2OegI6wvI
622498,626049,the development of these very rich false memories.,PB2OegI6wvI
626049,628457,"In one of the first studies we did,",PB2OegI6wvI
628457,630810,"we used suggestion,",PB2OegI6wvI
630810,634873,"a method inspired by the psychotherapy we saw in these cases,",PB2OegI6wvI
634873,636983,we used this kind of suggestion,PB2OegI6wvI
636983,638835,and planted a false memory,PB2OegI6wvI
638835,641912,"that when you were a kid, five or six years old,",PB2OegI6wvI
641912,644163,you were lost in a shopping mall.,PB2OegI6wvI
644163,646663,You were frightened. You were crying.,PB2OegI6wvI
646663,649177,You were ultimately rescued by an elderly person,PB2OegI6wvI
649177,651029,and reunited with the family.,PB2OegI6wvI
651029,653637,And we succeeded in planting this memory,PB2OegI6wvI
653637,657743,in the minds of about a quarter of our subjects.,PB2OegI6wvI
657743,659748,"And you might be thinking, well,",PB2OegI6wvI
659748,662094,that's not particularly stressful.,PB2OegI6wvI
662094,665463,But we and other investigators have planted,PB2OegI6wvI
665463,668221,rich false memories of things that were,PB2OegI6wvI
668221,671136,much more unusual and much more stressful.,PB2OegI6wvI
671136,673675,"So in a study done in Tennessee,",PB2OegI6wvI
673675,676091,researchers planted the false memory,PB2OegI6wvI
676091,678665,"that when you were a kid, you nearly drowned",PB2OegI6wvI
678665,681172,and had to be rescued by a life guard.,PB2OegI6wvI
681172,683475,"And in a study done in Canada,",PB2OegI6wvI
683475,685999,researchers planted the false memory,PB2OegI6wvI
685999,687227,"that when you were a kid,",PB2OegI6wvI
687227,690957,something as awful as being attacked by a vicious animal,PB2OegI6wvI
690957,692339,"happened to you,",PB2OegI6wvI
692339,695761,succeeding with about half of their subjects.,PB2OegI6wvI
695761,698113,"And in a study done in Italy,",PB2OegI6wvI
698113,700771,"researchers planted the false memory,",PB2OegI6wvI
700771,705983,"when you were a kid, you witnessed demonic possession.",PB2OegI6wvI
705983,708190,I do want to add that it might seem,PB2OegI6wvI
708190,711929,like we are traumatizing these experimental subjects,PB2OegI6wvI
711929,713529,"in the name of science,",PB2OegI6wvI
713529,718167,but our studies have gone through thorough evaluation,PB2OegI6wvI
718167,720142,by research ethics boards,PB2OegI6wvI
720142,722484,that have made the decision,PB2OegI6wvI
722484,725557,that the temporary discomfort that some,PB2OegI6wvI
725557,728641,of these subjects might experience in these studies,PB2OegI6wvI
728641,732541,is outweighed by the importance of this problem,PB2OegI6wvI
732541,735648,for understanding memory processes,PB2OegI6wvI
735648,738994,and the abuse of memory that is going on,PB2OegI6wvI
738994,742287,in some places in the world.,PB2OegI6wvI
742287,745325,"Well, to my surprise,",PB2OegI6wvI
745325,748754,when I published this work and began to speak out,PB2OegI6wvI
748754,752649,"against this particular brand of psychotherapy,",PB2OegI6wvI
752649,756629,it created some pretty bad problems for me:,PB2OegI6wvI
756629,761530,"hostilities, primarily from the repressed memory therapists,",PB2OegI6wvI
761530,763206,"who felt under attack,",PB2OegI6wvI
763206,766734,and by the patients whom they had influenced.,PB2OegI6wvI
766734,769671,I had sometimes armed guards at speeches,PB2OegI6wvI
769671,771576,"that I was invited to give,",PB2OegI6wvI
771576,775793,people trying to drum up letter-writing campaigns to get me fired.,PB2OegI6wvI
775793,777774,But probably the worst,PB2OegI6wvI
777774,780541,was I suspected that a woman,PB2OegI6wvI
780541,782965,was innocent of abuse,PB2OegI6wvI
782965,785801,that was being claimed by her grown daughter.,PB2OegI6wvI
785801,789218,She accused her mother of sexual abuse,PB2OegI6wvI
789218,791077,based on a repressed memory.,PB2OegI6wvI
791077,793960,And this accusing daughter had actually allowed her story,PB2OegI6wvI
793960,797394,to be filmed and presented in public places.,PB2OegI6wvI
797394,799903,"I was suspicious of this story,",PB2OegI6wvI
799903,802203,"and so I started to investigate,",PB2OegI6wvI
802203,806686,and eventually found information that convinced me,PB2OegI6wvI
806686,808975,that this mother was innocent.,PB2OegI6wvI
808975,811936,"I published an exposé on the case,",PB2OegI6wvI
811936,815380,"and a little while later, the accusing daughter",PB2OegI6wvI
815380,816901,filed a lawsuit.,PB2OegI6wvI
816901,819256,"Even though I'd never mentioned her name,",PB2OegI6wvI
819256,823618,she sued me for defamation and invasion of privacy.,PB2OegI6wvI
823618,826341,And I went through nearly five years,PB2OegI6wvI
826341,832893,"of dealing with this messy, unpleasant litigation,",PB2OegI6wvI
832893,836567,"but finally, finally, it was over and I could really",PB2OegI6wvI
836567,838991,get back to my work.,PB2OegI6wvI
838991,841476,"In the process, however, I became part",PB2OegI6wvI
841476,844130,of a disturbing trend in America,PB2OegI6wvI
844130,846237,where scientists are being sued,PB2OegI6wvI
846237,850836,for simply speaking out on matters of great public controversy.,PB2OegI6wvI
850836,854194,"When I got back to my work, I asked this question:",PB2OegI6wvI
854194,856592,"if I plant a false memory in your mind,",PB2OegI6wvI
856592,858436,does it have repercussions?,PB2OegI6wvI
858436,860395,"Does it affect your later thoughts,",PB2OegI6wvI
860395,862496,your later behaviors?,PB2OegI6wvI
862496,864523,Our first study planted a false memory,PB2OegI6wvI
864523,867849,that you got sick as a child eating certain foods:,PB2OegI6wvI
867849,870848,"hard-boiled eggs, dill pickles, strawberry ice cream.",PB2OegI6wvI
870848,874038,"And we found that once we planted this false memory,",PB2OegI6wvI
874038,876489,people didn't want to eat the foods as much,PB2OegI6wvI
876489,878749,at an outdoor picnic.,PB2OegI6wvI
878749,882622,The false memories aren't necessarily bad or unpleasant.,PB2OegI6wvI
882622,884980,"If we planted a warm, fuzzy memory",PB2OegI6wvI
884980,888001,"involving a healthy food like asparagus,",PB2OegI6wvI
888001,891476,we could get people to want to eat asparagus more.,PB2OegI6wvI
891476,893850,And so what these studies are showing,PB2OegI6wvI
893850,895965,is that you can plant false memories,PB2OegI6wvI
895965,897378,and they have repercussions,PB2OegI6wvI
897378,902463,that affect behavior long after the memories take hold.,PB2OegI6wvI
902463,904887,"Well, along with this ability",PB2OegI6wvI
904887,907810,to plant memories and control behavior,PB2OegI6wvI
907810,911991,"obviously come some important ethical issues,",PB2OegI6wvI
911991,915050,"like, when should we use this mind technology?",PB2OegI6wvI
915050,918730,And should we ever ban its use?,PB2OegI6wvI
918730,921513,Therapists can't ethically plant false memories,PB2OegI6wvI
921513,923100,in the mind of their patients,PB2OegI6wvI
923100,925664,"even if it would help the patient,",PB2OegI6wvI
925664,927286,but there's nothing to stop a parent,PB2OegI6wvI
927286,931735,from trying this out on their overweight or obese teenager.,PB2OegI6wvI
931735,934340,"And when I suggested this publicly,",PB2OegI6wvI
934340,937686,it created an outcry again.,PB2OegI6wvI
937686,941719,"There she goes. She's advocating that parents lie to their children.""""",PB2OegI6wvI
941719,943964,"Hello, Santa Claus. (Laughter)",PB2OegI6wvI
943964,953461,"I mean, another way to think about this is,",PB2OegI6wvI
953461,955494,"which would you rather have,",PB2OegI6wvI
955494,958523,"a kid with obesity, diabetes, shortened lifespan,",PB2OegI6wvI
958523,960055,"all the things that go with it,",PB2OegI6wvI
960055,963071,or a kid with one little extra bit of false memory?,PB2OegI6wvI
963071,966462,I know what I would choose for a kid of mine.,PB2OegI6wvI
966462,970439,But maybe my work has made me different from most people.,PB2OegI6wvI
970439,972518,"Most people cherish their memories,",PB2OegI6wvI
972518,974672,"know that they represent their identity,",PB2OegI6wvI
974672,976697,"who they are, where they came from.",PB2OegI6wvI
976697,979555,And I appreciate that. I feel that way too.,PB2OegI6wvI
979555,981760,But I know from my work,PB2OegI6wvI
981760,986241,how much fiction is already in there.,PB2OegI6wvI
986241,988973,If I've learned anything from these decades,PB2OegI6wvI
988973,991383,"of working on these problems, it's this:",PB2OegI6wvI
991383,993594,just because somebody tells you something,PB2OegI6wvI
993594,995169,"and they say it with confidence,",PB2OegI6wvI
995169,997849,"just because they say it with lots of detail,",PB2OegI6wvI
997849,1000608,"just because they express emotion when they say it,",PB2OegI6wvI
1000608,1003810,it doesn't mean that it really happened.,PB2OegI6wvI
1003810,1007675,We can't reliably distinguish true memories from false memories.,PB2OegI6wvI
1007675,1011223,We need independent corroboration.,PB2OegI6wvI
1011223,1014313,Such a discovery has made me more tolerant,PB2OegI6wvI
1014313,1016452,of the everyday memory mistakes,PB2OegI6wvI
1016452,1019366,that my friends and family members make.,PB2OegI6wvI
1019366,1023900,"Such a discovery might have saved Steve Titus,",PB2OegI6wvI
1023900,1027476,the man whose whole future was snatched away,PB2OegI6wvI
1027476,1029714,by a false memory.,PB2OegI6wvI
1029714,1032530,"But meanwhile, we should all keep in mind,",PB2OegI6wvI
